text_id	text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
17052	Но если вы любите ссылаться на демократичную Европу то что ж вы про огромные штрафы старикам не говорите и то что карантин особо и не помогает, а вот постепенные меры чтоб небыло паники это конечно не панацея но все же мы постепенно находим путь который лично я надеюсь поможет всем сплотиться и переждать эту сложность!	-1	-1	1	0	-1	-1
17060	[USER], на регионах давно уже тестируют дистанционное обучение на время карантинов, так что не так уж оно и впервые	-1	-1	1	1	-1	-1
17061	А теперь в такой ситуации, когда карантину конца не видно и смертность огромная.	-1	-1	1	1	-1	-1
17062	Ещё ношу резиновую перчатку на одной руке, второй трогаю лицо) В сад ребёнок не ходит уже две недели, начали  соблюдать умеренный карантин, как сознательные граждане.	-1	-1	2	1	-1	-1
17063	Вот и выходит, проявляй сознательность или нет, а сядешь на карантин как в Европе, или домой принесёшь от таких бесстрашных и видимо одиноких людей, у которых нет родственников за которых стоит бояться	-1	-1	1	1	-1	-1
17066	Сидят дома на карантине с ребёнком и как раз рассказывает  о последствиях и причинах, что все начиналось также, ввели карантин, но люди серьезно не отнеслись, не поверили и побежали встречался с друзьями.	-1	-1	2	1	-1	-1
17068	[USER], думаю стоит на карантине посидеть и поработать над Вашим	-1	-1	1	1	-1	-1
17074	Власти ввели карантин неделю назад, но проклятые испанцы продолжали пить вино в кафе и устраивать сиесты!	-1	-1	2	1	-1	-1
17086	Развитие ситуации: если соблюдать карантин месяц, то вирус будет остановлен.	-1	-1	2	2	-1	-1
17087	Закончится карантин, пойду по Питерским инстанциям.	-1	-1	1	1	-1	-1
17088	"Здравствуйте, в связи обстоятельствами эпидемии в РФ и указам президента РФ В. В. ПУТИНА  был объявлен недельный карантин, но некоторые организации, такие как"" ОО БАУЦЕНТР"" проигнорировали распоряжение президента РФ и на этой глобальной катостпрфе, решили найти свою выгоду, а именно , что бы заглушить свою жадность выбить с населения последние деньги эта компания работала с 08:00-00:00 ч.  На сегодняшний день, а именно  эта компания ""ОО БАУЦЕНТР"" продолжает функционировать, в том же режиме, хотелось бы задать вопрос, губернатору области, так же мэру обл. И другим чиновникам, мы боримся за здоровый образ жизни РФ или же все это, что происходит в глобальном мире мы проигнорируем??"	-1	-1	1	1	-1	-1
17090	не знаю, в новостях сказали - приезжающих сразу на карантин, а тут в статье пишут что всех на карантин!	-1	-1	1	1	-1	-1
17095	Половина объектов закрыта,  денег стало на много меньше, но при повсеместном карантине их не станет вообще.	-1	-1	1	1	-1	-1
17096	"Т.Е. после ""мёртвого сезона"" карантина надо будет заплатить в два раза больше."	-1	-1	1	0	-1	-1
17097	Про налоговые каникулы для малого бизнеса (который в условиях карантина фактически помрёт, а после карантина надо будет заплатить в два раза больше), про какие то оплачиваемые выходные, на которые ни кто не пойдёт.	-1	-1	1	0	-1	-1
17098	Карантина похоже не избежать, так хоть не столько погибших будет	-1	-1	2	2	-1	-1
17101	Потому, что карантин будет длиться нереально долго и это ебанет по малому и среднему бизнесу так, что он закроется и овердохрена людей потеряет работу.	-1	-1	0	0	-1	-1
17102	Организуют там штаб и разместят чиновников на карантин... за счет бюджет конечно	-1	-1	1	1	-1	-1
17104	Проблема в том, что лавинообразный скачок заболевших может посеять панику, и это никак не поможет карантину, все ломанутся на дачи.	-1	-1	1	1	-1	-1
17106	По факту у нас карантин уже месяц, и первые две недели тоже особо никто не прислушивался , люди гуляли , бегали, стояли общались на улице итд... .	-1	-1	1	1	-1	-1
17111	А то на карантине дома никому из туристов не сидится.	-1	-1	1	1	-1	-1
17117	[USER], месяц назад уже закрыли границы с проблемными странами, установили двухнедельный карантин.	-1	-1	1	1	-1	-1
17121	Прилетели из неблагополучной страны - будьте добры дома на карантине посидите.	-1	-1	2	2	-1	-1
17122	[USER], все эти политики в мире в общем много чего говорят, в том числе и о короновирусе и его угрозе и необходимости жёстких мер карантина.	-1	-1	1	1	-1	-1
17123	[USER], я живу в Англии , все предприятия которые закрываются, где работают официально на контракте, и люди уходят на карантин, государство будет выплачивать 80% от зарплаты , эти выплаты не касаются только частных предпринимателей и не  и они могут претендовать на Универсальный кредит( ну это не в прямом смысле кредит... это такое пособие, которое не нужно отдавать потом)... то есть без денег ни кто не останется...	-1	-1	1	1	-1	-1
17126	22 февраля власти Италии ввели карантин в 12 городах на севере страны на неопределенный срок.	-1	-1	1	1	-1	-1
17128	Когда ввели карантин, когда они заявили, что пика достигли и когда у них реально спад начался.	-1	-1	1	1	-1	-1
17130	Вот только там на момент, когда была 1000 выявленных, уже неделю карантин действовал.	-1	-1	1	0	-1	-1
17131	а у нас карантин вводить не выгодно, а то же ведь придётся деньги доставать, а они в офшорах принудительной самоизоляции достаточно.	-1	-1	1	0	-1	-1
17132	Карантин для того, ч то бы не было массового заражения за короткий промежуток времени, иначе система здравоохранения не справится и будет существенно больше смертей, нежели если заражения будут растянуты по времени.	-1	-1	2	2	-1	-1
17134	Карантин необходим для того, что бы таких людей было меньше на единицу времени.	-1	-1	2	2	-1	-1
17135	А все их окружение и контакты под обязательный карантин с запретом покидать дом без нужды.	-1	-1	2	1	-1	-1
17142	"Уверена, что дальше нас ждет карантин, т.к. сдержать заражение в нашей стране невозможно, русский ""авось"" и неверие самих же медработников в серьезность ситуации запредельная!"	-1	-1	2	2	-1	-1
17143	А потом мы говорим о каком то карантине и соблюдении правил безопасности.	-1	-1	1	1	-1	-1
17147	"Скажите, пациент, а весь мир вбухивает миллиарды и сам себе гробит экономику вводя карантин, против ""не существующего"" вируса потому что...?"	-1	-1	1	2	-1	-1
17148	"[USER], именно поэтому, выгоднее ""стричь купоны"" в виде налогов, а не штрафов за нарушение карантина"	-1	-1	1	1	-1	-1
17151	[USER], там принудительный карантин 14 дней пока не отсидишь не куда не отпустят .	-1	-1	1	1	-1	-1
17152	Об основных принципах карантина в домашних условиях	-1	-1	1	1	-1	-1
17153	Он имеет особенность: все дни карантина оплачиваются за счет ФСС.	-1	-1	1	1	-1	-1
17156	Объявили неделю карантина - плохо, не объявили бы ещё хуже.	-1	-1	1	1	-1	-1
17161	[USER], все проще, нет денег у них уже в кубышке, вот потому и локдаун уже не устроить.	-1	-1	1	1	-1	-1
17162	например, жесткий карантин с запретом выходить на улицу.	-1	-1	1	1	-1	-1
17163	[USER], так будь сознательным- сиди дома на карантине	-1	-1	2	1	-1	-1
17166	И хорошо, если это только неделя... В Ухане вообще собрались в апреле уже сворачивать карантин... Только вот я что-то не слышала, что они победили заразу.	-1	-1	1	0	-1	-1
17169	[USER], на карантин человек сознательный должен направить сам себя...	-1	-1	2	1	-1	-1
17170	Это надо было делать недели две назад и сажать страну на карантин так же.	-1	-1	2	1	-1	-1
17172	[USER], ага, но в 69 почему то никаких локдаунов не было, несмотря на то что смертность, была выше.	-1	-1	1	1	-1	-1
17175	Люди которые призывают обьявить карантин по всей стране, включая Питер и Москву по моему не в себе.	-1	-1	0	1	-1	-1
17184	Но вроде собираются ужесточать ответственность за нарушение карантина?	-1	-1	2	1	-1	-1
17187	Щас границы закроют скажут пандемия, когда грипп уйдет границы могут не открыть под предлогом карантина	-1	-1	1	1	-1	-1
17188	Вероятных больных сажают на карантин домой, но им же нужно есть что-то и те ходят в магазин.	-1	-1	1	1	-1	-1
17189	т.е. на карантине будем сидеть, пока не построят	-1	-1	1	1	-1	-1
17191	[USER], в Китае до сих пор карантин, даже транспорт не запустили, до сих пор там все строго, просто уже про это не  общалась с родными , живут там.	-1	-1	1	1	-1	-1
17192	[USER], послушайте, я только за, если я не прав. У онкологии есть потенциальный рост заражения при карантинных мерах?	-1	-1	1	1	-1	-1
17197	У кого-то все прилежно на карантине сидят, масок в избытке, аппаратов ИВЛ ???	1	1	1	1	-1	-1
17198	Чтобы благодаря карантину болезнь ушла нужно месяца три сидеть дома.	-1	-1	2	1	-1	-1
17200	Если карантинные меры принимаются вовремя, то все смерти растянутся по времени, а эпидемия постепенно пойдет на спад	-1	-1	2	2	-1	-1
17201	я скажу больше, по сей день, несмотря на обстановку в мире, люди прутся в аэропорт, а кто прилетает, напрочь игнорирует самоизоляцию и карантин.	-1	-1	2	1	-1	-1
17202	[USER], ну и полный карантин, чтоб вирус не прыгал с одного человека на другого.	-1	-1	2	2	-1	-1
17204	[USER], да , горячая линия .так же на сайте можно оставить заявку о нарушении карантина , если считаете нужным .	-1	-1	2	1	-1	-1
17209	Границы надо было закрывать сразу все, когда первый заразившийся из Италии приехал, остальных спецбортами через 2 недельный карантин в больничку!	-1	-1	2	1	-1	-1
17215	Все ещё впереди... Надо всех сажать на карантин(кроме ) и военное положение, патрулирование.	-1	-1	1	1	-1	-1
17217	Думали 1го апреля на работу выйдем, а тут бац 14го марта карантин в стране до 20апреля.	-1	-1	1	1	-1	-1
17221	да и коронавирус сейчас не лечат, сидите на карантине - даже врач не придет и в поликлинику за помощью нельзя обратиться.	-1	-1	1	1	-1	-1
17225	Сказали бы в стране карантин , выход ограничен .	-1	-1	2	1	-1	-1
17228	Поэтому сидите дома, карантин, закрываемся и всё такое.	-1	-1	1	1	-1	-1
17229	Если карантинная неделя уменьшит распространение вируса, и власти примут решение продлить еще на неделю карантин - возможно справимся быстро.	-1	-1	2	1	-1	-1
17230	[USER], человек может болеть бессимптомно до 14 дней и ходить заражать других, поэтому всех  кто прибыл из за рубежа и сажают на карантин дома на 2 недели.	-1	-1	2	2	-1	-1
17232	А вот если население выйдет из карантина и работать будет негде - вот тогда и настанет всему лютый писец	-1	-1	0	0	-1	-1
17234	и Китай снова закрывает все киношки ТЦ и  волна карантина	-1	-1	1	1	-1	-1
17235	Пока эпидпроцесс не пройдет от начала и до конца, устойчивого спада ждать не стоит, а вечные карантины лишь растянут это удовольствие на долгие месяцы.	-1	-1	0	0	-1	-1
17237	А вам дали мягкую версию карантина (вместо комендантского часа и закрытия городов), вам дали отсрочку по ипотеке и потребкредитам без штрафов, вам сдвинули выплаты на месяц раньше, работодателям срезали налоги и страховые, прижали оффшорников и фактически ввели налог на богатство.	-1	-1	2	1	-1	-1
17239	В Москве уже тысячи, сегодня завтра на карантин закроют.	-1	-1	1	1	-1	-1
17245	Нам сказали, что отпуска, попадающие в срок карантина не переносятся и не продлеваются )))	-1	-1	1	1	-1	-1
17249	Если работающий пенсионер 65 лет ушёл на карантин по постановлению правительства с 27-го Марта , но дозвониться до горячей линии смог только 30 Марта, то ему оформят больничный с 27 Марта?	-1	-1	1	1	-1	-1
17252	Есть закомые живущие рядом с Генуей, говорят никаких гробов не видели и карантина у них нет.	-1	-1	1	1	-1	-1
17254	Москва первой начала вводить карантинные ограничения, которые стали брать за образец другие губернаторы — именно их федеральные власти фактически назначили ответственными за борьбу с коронавирусом.	-1	-1	1	1	-1	-1
17255	Главное из этого текста — максимально коротко Официальная статистика не зафиксировала всплеск заболеваемости в Москве после отмены карантина в начале июня.	-1	-1	1	1	-1	-1
17257	В ней русским языком написано - в отношении «физических и юридических лиц за нарушение введенных карантинных мер в целях противодействия распространению новой коронавирусной инфекции на территории РФ».	-1	-1	1	2	-1	-1
17258	Всех приезжих сажают на карантин, если проявляются симптомы - то делают анализ(3штуки)... вы вообще представляете , каким образом можно сделать анализ всем?	-1	-1	1	1	-1	-1
17261	злобные ничтожества те, кто карантин нарушает обязательный, а не те, кто про законопроекты пишет и меры предостережения от распространения ковида.	-1	-1	2	1	-1	-1
17263	Хотите карантин и борьбу с эпидемией, закройте всех, в полумеры это странно.	-1	-1	2	1	-1	-1
17264	[USER], я своему ребенку плачящему (окна выходят на площадку) уже третьи сутки рассказываю про карантин.	-1	-1	1	1	-1	-1
17271	[USER], так если все страны будут закрыты на карантин, наше экономическое состояние не будет улучшаться, а только ухудшаться)	-1	-1	0	0	-1	-1
17275	Прально открывайте именно сейчас в пандемию и карантин)))	-1	-1	1	1	-1	-1
17276	Но карантин это Не майские праздники, а радикальная цель остановить эпидемию, поэтому тут не до отдыха, всем необходимо просто оставаться на своих местах сейчас, а не раскатывать по деревням и садоводствам, где вообще никаких тестов на короновирус не сделать...	-1	-1	2	2	-1	-1
17277	Он предложил всем поехать на дачу и там пережидать карантин.	-1	-1	1	1	-1	-1
17280	Нарушение периода карантина - штраф и  срок.	-1	-1	1	1	-1	-1
17282	[USER], прибывших отправляют в карантины, чтобы ни с кем не контактировали и не заражали.	-1	-1	2	1	-1	-1
17283	Мой образ жизни, взаимодействие и отношения с 4 моими детьми после введения карантина никак не изменились.	-1	-1	1	1	-1	-1
17284	ВОЗ тоже считает, что при такой мере предприниматели действительно возьмут на себя всю эту ответственность и люди действительно сядут на домашний карантин?	-1	-1	1	1	-1	-1
17289	[USER], и еще почитай как Китаю помог тотальный карантин и у страны, у которой население 1.4 миллиарда, всего больных 80 тысяч	-1	-1	2	2	-1	-1
17290	Единственное оружие против вирус для России - карантин	-1	-1	2	1	-1	-1
17292	Молодые окажутся на 2 недели в карантине в боксе, но скорее всего выживут.	-1	-1	1	1	-1	-1
17294	Вот уж поистине причина всей толпой собраться в карантин.	-1	-1	2	1	-1	-1
17297	никто карантин и не вводил в принципе, не путайте.	-1	-1	1	1	-1	-1
17299	[USER], никто карантин не вводил, не путайте.	-1	-1	1	1	-1	-1
17302	На территории РФ и даже в отдельных регионах режим карантина, и даже режим ЧС не вводился и не вводится.	-1	-1	1	1	-1	-1
17303	Да и карантинных мероприятий на основных путях проникновения и распространения инфекции - в тех же аэропортах, - не проводится.	-1	-1	2	1	-1	-1
17309	Вообще по условиям карантина никто никого не навещает, ММ могла не беспокоиться	-1	-1	1	1	-1	-1
17311	Налоги всё равно заплатить придётся, аренду всё равно платить придётся и никого не волнует, что всё закрыто было на карантин.	-1	-1	0	0	-1	-1
17312	Лучше расскажите как защититься  сотрудникам торговли, вы все попретесь по магазинам жрать и пить толпами и плевать вы хотели на карантин .каждые выходные одно и то же .а тут целую неделю дали чихать друг на  чего если ограничение на шараханье по улице нет!!!	-1	-1	1	1	-1	-1
17315	[USER], так это ровным счетом не значит, что хотя бы 10% из них заразились наверняка)) да и уже пофигу сколько там откуда вернулось, щас все крупные города закатают в карантин и всех жителей по хатам позакрывают, так что эти турысты погоды уже не сделают.	-1	-1	1	1	-1	-1
17316	[USER], я уже давно ЖДУ полного карантина в Москве!	-1	-1	2	1	-1	-1
17322	я думаю что в карантинную неделю все попрутся в ашан за гречкой	-1	-1	1	1	-1	-1
17325	распространение заразы приехавшей в РФ российской элитой (которая не проверялась и не сидела на карантине)?	-1	-1	1	1	-1	-1
17327	Для предотвращения заражения - карантин, комендантский час и т.п. (но их власти не вели).	-1	-1	2	1	-1	-1
17329	Буду пеленговать номер, и все, кто был рядом с абонентом в карантин?	-1	-1	1	1	-1	-1
17330	Кто на карантине не ходите и не заражайте других- посидите дома !почитайте , займитесь спортом, уделите время близким!	-1	-1	2	1	-1	-1
17335	Это очень мило, а кто им даст денег, чтобы расплатиться со всеми, кому они задолжают во время карантина?	-1	-1	1	0	-1	-1
17336	[USER], наших людей если не напугать, то они ни масок не наденут, ни в карантине сидеть не будут.	1	1	1	1	-1	-1
17339	Пенсионерам карантин объявили а я на работе уже человек 10 встретил которым точно 65+	-1	-1	1	1	-1	-1
17342	А потом как раз 4 апреля закрыть Москву на карантин.	-1	-1	1	1	-1	-1
17344	У меня на работе несколько коллег, с которыми я в одном помещении с +тестом, и никто нас на карантины не отправляют по контакту с ними.	-1	-1	1	1	-1	-1
17345	[USER], мне наш диалог не сильно интересен, да и парады я не смотрю, хорошего карантина, я тут работаю)	-1	-1	1	1	-1	-1
17348	[USER], даже если мы всем скопом начнём дохнуть, причину укажут любую, чтоб не вводить карантин.	-1	-1	1	1	-1	-1
17352	Если уверены, что здоровы, что не несёте опасности окружающим (естевенно к тем кто в карантине и прочее это не относится), то выходите и дышите воздухом если хотите, но не толпой а так сказать в гордом одиночестве и в малолюдном месте.	-1	-1	2	1	-1	-1
17355	"Ещё вариант ""я мать одиночка мне надо кормить потомство, не могу я сидеть в карантине"", ""у меня кредит мне его надо платить, я не могу и т.д""."	-1	-1	1	0	-1	-1
17357	[USER], щас чувствую с этим карантином, все наоборот заболеют	-1	-1	0	0	-1	-1
17358	Рекомендации ВОЗ и карантинные меры я считаю оправданными.	-1	-1	2	1	-1	-1
17359	В некоторых школах Москвы карантин был, че об этом то никто не орал?	-1	-1	1	1	-1	-1
17361	Лучше уж сразу объявить карантин в стране до середины или до конца апреля.	-1	-1	2	1	-1	-1
17364	[USER], всех на карантин, кроме экстренных служб	-1	-1	2	1	-1	-1
17367	2 недели на карантин, работаем из дома!	-1	-1	1	1	-1	-1
17369	[USER], Мозгов у них нет))) На карантине шарахаться по ТРЦшкам)	-1	-1	2	1	-1	-1
17370	Сижу дома на карантине - никому до меня дела нету, так наверно и выздорвлю.	-1	-1	1	1	-1	-1
17373	По правилам карантина, должно соблюдаться расстояние между людьми минимум в метр.	-1	-1	1	1	-1	-1
17374	"А я объяснила, что Папа условий карантина не нарушал и, цитируя киноклассику, ""аналогия Ваша неуместна""."	-1	-1	1	1	-1	-1
17375	"[USER], Потому что те, кто сейчас занёс ковид19 в список таких болезней как чума, сибирская язва и т. п., объявил масочный режим, карантин, смерть малого и среднего бизнеса, принуждает всех вакцинироваться, 10-ю годами ранее очень ""эффективно"" оптимизировал медицину, чуть не угробив вообще инфекционные мед. учреждения на западный манер."	1	1	1	1	1	1
17377	Локдауна не будет, только мы школьников на каникулы пораньше выгоним, попозже запустим (но это не точно), детские кружки закроем, новогодние ёлки отменим, все развлекательные мероприятия тоже.	-1	-1	1	1	-1	-1
17380	А зна что многие не соблюдают карантин , то меры вполне себе хорошие .	-1	-1	1	1	-1	-1
17381	И случайно поехал по той самой ветке на 20 минут позже... Карантин может продлиться и 3 месяца.	-1	-1	1	1	-1	-1
17384	Но, действительно считаю, что уж какойто нечестный карантин по отношению к работающим.	-1	-1	0	1	-1	-1
17385	И раздражают эти дурные советы из каждого утюга: чем же заняться дома на карантине  спасибо за доброе слово	-1	-1	1	1	-1	-1
17387	А когда позвонил на горячую линию, сказали, что две недели он на карантине, но больничный не дадим.	-1	-1	1	1	-1	-1
17391	В СПб арендодатели рынков не собираются закрываться, и тем более снижать аренду на время карантина	-1	-1	1	0	-1	-1
17394	Причем весьма странный карантин – нельзя собираться на акции протеста, но при этом продолжает работать метро.	-1	-1	1	0	-1	-1
17397	[USER], да, именно поэтому Кадыров устроил после объявленного карантина - пир на сто человек ;)	-1	-1	1	1	-1	-1
17401	[USER], подождите недели две после карантина, не долго осталось!	-1	-1	1	1	-1	-1
17405	Это отлично, но как проверять будут соблюдение карантина, если у моих родителей есть собака, с которой надо гулять?	-1	-1	1	1	-1	-1
17410	"закрываются они только в США, которые после карантина решили устраивать повсюду бунты и ""зоны без масок с обнимашками"""	1	1	1	1	-1	-1
17412	Но сейчас карантин) потому не шляйся) и ещё ... Около 30 процентов алкоголя выделяется через лёгкие, вирус тропен к клеткам легких, алкоголь является сильнейшим ингибитором для вируса.	-1	-1	1	1	-1	-1
17419	[USER], если бы не было полгода всяких карантинов, откуда бы ВОЗ узнал, что эти меры не эффективны?	-1	-1	0	1	-1	-1
17421	Даже в российских реалиях сейчас важнее строго соблюдать карантин, а не укладывать в больницу неболеющих.	-1	-1	2	2	-1	-1
17422	"Потому и карантин, чтобы ""недообследованные"" дома сидели и других не заражали... б"	-1	-1	2	2	-1	-1
17424	Тоже после объявления карантина вся молодежь шлялась, не веря ни во что, а пожилые не вникали... Самое основное главное время было упущено.	-1	-1	2	1	-1	-1
17430	Калининградская область уже в наземном карантине )) Осталось только ещё авиарейсы отменить.	-1	-1	1	1	-1	-1
17433	А если я сам на себя работаю и в моей организации карантин и клиенты не идут?	-1	-1	0	0	-1	-1
17437	Так можно было говорить месяц или два назад, когда в Китае закрывались на карантин города миллионники, а в Европе и Америке всё было тихо и спокойно.	-1	-1	1	1	-1	-1
17449	Просто соблюдайте карантин и пандемия пройдет быстрее	-1	-1	2	2	-1	-1
17451	Таких легкомысленных ждут миллионные штрафы за нарушение карантина.	-1	-1	1	1	-1	-1
17452	Сейчас остались именно такие рейсы, для возвращения наших граждан домой и это правильно, при условии принудительного карантина сразу после схода с самолёта (вроде так и будет).	-1	-1	2	2	-1	-1
17454	Как труд в условиях карантина оплачивается вообще зх.	-1	-1	1	1	-1	-1
17458	У меня график 2/2, компания ни при каких обстоятельствах не отпустит всех на выходные... Будем также ходить по всем, кто сидит на карантине...	-1	-1	1	1	-1	-1
17459	[USER], не знаю не знаю, сам на карантине, очень много всего закрыто, это тебя там разводят походу	-1	-1	1	1	-1	-1
17463	Или ты просто обиделся, что тебя по приезду новомодным градусником не измерили и особых почестей карантина не дали?	-1	-1	1	1	-1	-1
17464	Ещё в январе всем странам надо было резко перекрыть всё сообщение с Китаем на пару месяцев и всех своих граждан с самолетов поездов, кораблей и тд отправлять сразу в  карантин, отсеять больных от здоровых, пусть сидят минимум 28 дней, а они на домашний режим всех.	-1	-1	2	2	-1	-1
17469	[USER], ну так и  сфера жизнеобеспечения , нам карантин не положен мы всегда на боевом посту))	-1	-1	1	1	-1	-1
17473	Можно найти на али-экспресс, но не понятно, дойдут ли они, и когда это будет, с учётом нашего карантина и положения и китайского.	-1	-1	1	1	-1	-1
17476	по 6000 на рыло?да в  снимая двушку,2 года проваляться в карантине(правда не в центре спб, конечно), семьёй из 3х  всё не  респект трампу	-1	-1	1	1	-1	-1
17479	У нас круговой поруки нет и карантина всеобщего тоже нет (иначе это был бы форс-мажор и твои люди бы не теряли деньги, а получили их в страховой).	-1	-1	1	1	-1	-1
17480	Я об этом и говорю - ссал я на ваш карантин необъявленый, е*итесь с ним сами.	-1	-1	0	1	-1	-1
17482	Согласен, что замедлить нужно, но если отпуск неделя, а карантин две, то ведь через неделю люди выбегут на улицы и будут еще активней... А карантин две недели.	-1	-1	1	1	-1	-1
17483	[USER], а почему сидеть неделю, а карантин две недели?	-1	-1	1	1	-1	-1
17485	А вы не думали, что если инфекционист, которая профессионал в этой области, спокойно забила на карантин потому, что особой опасности это не представляет и проблема надумана	-1	-1	0	1	-1	-1
17488	[USER], точно))) с дивана оно виднее))) я просто не фарисействую))) для того что бы быстро покончить с заразой нужен карантин и да придется понести  придется.	-1	-1	2	2	-1	-1
17490	[USER], согласна и с вами и с Ириной, что правильнее объявить карантин.	-1	-1	2	1	-1	-1
17491	Если вы не в курсе, все вернувшиеся из за границы обязаны находится на само изоляции по карантину им положен б. Л. На 14 дней.	-1	-1	1	1	-1	-1
17492	Ежедневно приходят извещения о жителях нашего города, которые вернулись из различных стран домой и им необходим б. Л. По карантину.	-1	-1	1	1	-1	-1
17493	[USER], Вот поэтому объявленный карантин бесполезен из-за таких как вы.	-1	-1	1	1	-1	-1
17495	[USER], работодателя больше всего волнует, что надо платить аренду... И что делать, чтобы не платить и не потерять помещение, если всех отправят на карантин...	-1	-1	1	1	-1	-1
17496	Первого русского в 16 лет он тоже за нарушение карантина убил?	-1	-1	1	1	-1	-1
17498	Если бы не были приняты  меры  карантинного характера, все могло бы быть гораздо хуже.	-1	-1	2	1	-1	-1
17501	Там не вводили всеобщий карантин и не закрывали магазины... именно потому, что люди там дисциплинированные, маски носят и социальную дистанцию без принуждения соблюдают.	2	1	1	1	-1	-1
17507	[USER], у меня подруга летает на Победе, если на борту самолёта хотя бы у одного человека была температура - то экипаж идёт на карантин домашний.	-1	-1	1	1	-1	-1
17510	Карантин... Сколько было обвинений из-за Скрипалей...	-1	-1	1	1	-1	-1
17513	Если бы люди соблюдали адекватные меры, гигиену и не посещения мест скопления людей, то не нужно было бы устраивать полный карантин.	-1	-1	1	1	-1	-1
17514	[USER], нет, я имею ввиду, что будет длительный карантин, оттянется по времени и как раз таки из-за этого работа и производства встанут.	-1	-1	1	0	-1	-1
17519	Вовка прокряхтел про недельный карантин, расходы на который ляжет на бизнес и, соответственно, на граждан.	-1	-1	0	1	-1	-1
